packetGen Network.nodeTx.gen (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.nodeTx.queue (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.queue (#0 - General-0-20250512-19:56:48-19913),,bufferSize Network.nodeRx.queue (#0 - General-0-20250512-19:56:48-19913),,Delay Network.nodeRx.sink (#0 - General-0-20250512-19:56:48-19913),,packetUsed Network.nodeRx.sink (#0 - General-0-20250512-19:56:48-19913),
25.027995825501,1,25.027995825501,1,25.129817686175,4,25.98960924537,1,26.08960924537,1.061613419868999926,26.08960924537,1
25.239102773883,1,25.239102773883,1,25.339202773883,4,26.18960924537,1,26.28960924537,1.050506471487000044,26.28960924537,1
25.248898562986,1,25.248898562986,1,25.439202773883,4,26.38960924537,1,26.48960924537,1.240710682383999947,26.48960924537,1
25.393229640688,1,25.393229640688,1,25.539202773883,5,26.58960924537,1,26.68960924537,1.29637960468199997,26.68960924537,1
25.64469739198,1,25.64469739198,1,25.74479739198,5,26.78960924537,1,26.88960924537,1.244911853390000093,26.88960924537,1
26.758321603524,1,26.758321603524,1,26.858421603524,1,27.058521603524,1,27.158521603524,0.4002,27.158521603524,1
27.556558264037,1,27.556558264037,1,27.656658264037,1,27.856758264037,1,27.956758264037,0.4002,27.956758264037,1
27.583467041076,1,27.583467041076,1,27.756658264037,1,28.056758264037,1,28.156758264037,0.573291222960999877,28.156758264037,1
27.847923644414,1,27.847923644414,1,27.948023644414,1,28.256758264037,1,28.356758264037,0.508834619623000027,28.356758264037,1
27.906499024108,1,27.906499024108,1,28.048023644414,2,28.456758264037,1,28.556758264037,0.650259239928999919,28.556758264037,1
28.158503835463,1,28.158503835463,1,28.258603835463,1,28.656758264037,1,28.756758264037,0.598254428573999905,28.756758264037,1
28.202482221819,1,28.202482221819,1,28.358603835463,2,28.856758264037,1,28.956758264037,0.754276042217999928,28.956758264037,1
29.54250730938,1,29.54250730938,1,29.64260730938,1,29.84270730938,1,29.94270730938,0.4002,29.94270730938,1
29.807192988154,1,29.807192988154,1,29.907292988154,1,30.107392988154,1,30.207392988154,0.4002,30.207392988154,1
30.02517195156,1,30.02517195156,1,30.12527195156,1,30.32537195156,1,30.42537195156,0.4002,30.42537195156,1
30.098192084877,1,30.098192084877,1,30.22527195156,1,30.52537195156,1,30.62537195156,0.527179866682999873,30.62537195156,1
30.231958254148,1,30.231958254148,1,30.332058254148,1,30.72537195156,1,30.82537195156,0.593413697411999893,30.82537195156,1
30.388943649396,1,30.388943649396,1,30.489043649396,2,30.92537195156,1,31.02537195156,0.636428302164000033,31.02537195156,1
30.549888899797,1,30.549888899797,1,30.649988899797,2,31.12537195156,1,31.22537195156,0.675483051762999939,31.22537195156,1
30.619958151917,1,30.619958151917,1,30.749988899797,2,31.32537195156,1,31.42537195156,0.805413799642999969,31.42537195156,1
30.864174170435,1,30.864174170435,1,30.964274170435,2,31.52537195156,1,31.62537195156,0.761197781124999913,31.62537195156,1
30.907456034472,1,30.907456034472,1,31.064274170435,3,31.72537195156,1,31.82537195156,0.917915917088000017,31.82537195156,1
31.010581341953,1,31.010581341953,1,31.164274170435,3,31.92537195156,1,32.02537195156,1.014790609607000067,32.02537195156,1
31.039820194401,1,31.039820194401,2,31.264274170435,4,32.12537195156,1,32.22537195156,1.185551757158999736,32.22537195156,1
31.320612269784,1,31.320612269784,1,31.420712269784,4,32.32537195156,1,32.42537195156,1.104759681775999697,32.42537195156,1
31.587630319071,1,31.587630319071,1,31.687730319071,4,32.52537195156,1,32.62537195156,1.037741632488999863,32.62537195156,1
31.683019279915,1,31.683019279915,1,31.787730319071,4,32.72537195156,1,32.82537195156,1.142352671644999869,32.82537195156,1
31.720197347228,1,31.720197347228,1,31.887730319071,5,32.92537195156,1,33.02537195156,1.305174604332000048,33.02537195156,1
32.096856180546,1,32.096856180546,1,32.196956180546,4,33.12537195156,1,33.22537195156,1.128515771013999908,33.22537195156,1
32.151576329673,1,32.151576329673,1,32.296956180546,5,33.32537195156,1,33.42537195156,1.273795621886999902,33.42537195156,1
32.898373802636,1,32.898373802636,1,32.998473802636,2,33.52537195156,1,33.62537195156,0.72699814892400005,33.62537195156,1
33.013377292071,1,33.013377292071,1,33.113477292071,3,33.72537195156,1,33.82537195156,0.811994659488999955,33.82537195156,1
33.284944637291,1,33.284944637291,1,33.385044637291,2,33.92537195156,1,34.02537195156,0.740427314268999876,34.02537195156,1
33.71502755172,1,33.71502755172,1,33.81512755172,1,34.12537195156,1,34.22537195156,0.510344399839999905,34.22537195156,1
33.718443696328,1,33.718443696328,1,33.91512755172,2,34.32537195156,1,34.42537195156,0.706928255231999976,34.42537195156,1
33.743979916709,1,33.743979916709,2,34.01512755172,2,34.52537195156,1,34.62537195156,0.881392034851000035,34.62537195156,1
33.987755400248,1,33.987755400248,1,34.11512755172,3,34.72537195156,1,34.82537195156,0.837616551311999964,34.82537195156,1
34.442710130069,1,34.442710130069,1,34.542810130069,1,34.92537195156,1,35.02537195156,0.582661821490999985,35.02537195156,1
34.722663721507,1,34.722663721507,1,34.822763721507,1,35.12537195156,1,35.22537195156,0.502708230052999913,35.22537195156,1
34.747922415334,1,34.747922415334,1,34.922763721507,2,35.32537195156,1,35.42537195156,0.677449536226000012,35.42537195156,1
35.64131950842,1,35.64131950842,1,35.74141950842,1,35.94151950842,1,36.04151950842,0.4002,36.04151950842,1
36.578577373316,1,36.578577373316,1,36.678677373316,1,36.878777373316,1,36.978777373316,0.4002,36.978777373316,1
37.104907698514,1,37.104907698514,1,37.205007698514,1,37.405107698514,1,37.505107698514,0.4002,37.505107698514,1
37.262991847613,1,37.262991847613,1,37.363091847613,1,37.605107698514,1,37.705107698514,0.442115850900999916,37.705107698514,1
37.441137745946,1,37.441137745946,1,37.541237745946,1,37.805107698514,1,37.905107698514,0.463969952567999997,37.905107698514,1
38.381619567072,1,38.381619567072,1,38.481719567072,1,38.681819567072,1,38.781819567072,0.4002,38.781819567072,1
38.395951298678,1,38.395951298678,1,38.581719567072,1,38.881819567072,1,38.981819567072,0.585868268393999966,38.981819567072,1
38.628070922903,1,38.628070922903,1,38.728170922903,1,39.081819567072,1,39.181819567072,0.553748644169000045,39.181819567072,1
38.778057644563,1,38.778057644563,1,38.878157644563,2,39.281819567072,1,39.381819567072,0.603761922508999845,39.381819567072,1
39.114118962601,1,39.114118962601,1,39.214218962601,1,39.481819567072,1,39.581819567072,0.467700604470999923,39.581819567072,1
39.119166494638,1,39.119166494638,1,39.314218962601,1,39.681819567072,1,39.781819567072,0.662653072433999843,39.781819567072,1
39.129160569403,1,39.129160569403,2,39.414218962601,2,39.881819567072,1,39.981819567072,0.852658997668999992,39.981819567072,1
39.27488016662,1,39.27488016662,2,39.514218962601,2,40.081819567072,1,40.181819567072,0.906939400451999939,40.181819567072,1
39.357982726861,1,39.357982726861,2,39.614218962601,3,40.281819567072,1,40.381819567072,1.023836840211000072,40.381819567072,1
40.330875257572,1,40.330875257572,1,40.430975257572,1,40.631075257572,1,40.731075257572,0.4002,40.731075257572,1
40.3628894489,1,40.3628894489,1,40.530975257572,1,40.831075257572,1,40.931075257572,0.568185808671999967,40.931075257572,1
40.47424431438,1,40.47424431438,1,40.630975257572,1,41.031075257572,1,41.131075257572,0.656830943191999856,41.131075257572,1
40.562038336725,1,40.562038336725,1,40.730975257572,2,41.231075257572,1,41.331075257572,0.769036920847000035,41.331075257572,1
40.725949907816,1,40.725949907816,1,40.830975257572,2,41.431075257572,1,41.531075257572,0.805125349756000026,41.531075257572,1
40.757547066922,1,40.757547066922,1,40.930975257572,3,41.631075257572,1,41.731075257572,0.973528190649999953,41.731075257572,1
41.049265448559,1,41.049265448559,1,41.149365448559,3,41.831075257572,1,41.931075257572,0.881809809012999985,41.931075257572,1
41.144940685774,1,41.144940685774,1,41.249365448559,3,42.031075257572,1,42.131075257572,0.9861345717979999,42.131075257572,1
41.675999985024,1,41.675999985024,1,41.776099985024,2,42.231075257572,1,42.331075257572,0.655075272548000018,42.331075257572,1
41.809721078963,1,41.809721078963,1,41.909821078963,2,42.431075257572,1,42.531075257572,0.72135417860899986,42.531075257572,1
42.435699024734,1,42.435699024734,1,42.535799024734,1,42.735899024734,1,42.835899024734,0.4002,42.835899024734,1
42.452273375105,1,42.452273375105,1,42.635799024734,1,42.935899024734,1,43.035899024734,0.583625649628999985,43.035899024734,1
42.513372237125,1,42.513372237125,2,42.735799024734,1,43.135899024734,1,43.235899024734,0.722526787609000016,43.235899024734,1
42.808169618891,1,42.808169618891,1,42.908269618891,2,43.335899024734,1,43.435899024734,0.627729405842999851,43.435899024734,1
43.016380497908,1,43.016380497908,1,43.116480497908,2,43.535899024734,1,43.635899024734,0.619518526825999946,43.635899024734,1
43.225404880901,1,43.225404880901,1,43.325504880901,2,43.735899024734,1,43.835899024734,0.610494143833000043,43.835899024734,1
43.726215011528,1,43.726215011528,1,43.826315011528,1,44.026415011528,1,44.126415011528,0.4002,44.126415011528,1
43.803318721552,1,43.803318721552,1,43.926315011528,1,44.226415011528,1,44.326415011528,0.523096289975999881,44.326415011528,1
43.981130705856,1,43.981130705856,1,44.081230705856,1,44.426415011528,1,44.526415011528,0.545284305672000033,44.526415011528,1
44.166320443468,1,44.166320443468,1,44.266420443468,1,44.626415011528,1,44.726415011528,0.560094568060000018,44.726415011528,1
44.787716032712,1,44.787716032712,1,44.887816032712,1,45.087916032712,1,45.187916032712,0.4002,45.187916032712,1
44.812378609817,1,44.812378609817,1,44.987816032712,1,45.287916032712,1,45.387916032712,0.57553742289499987,45.387916032712,1
45.447454736807,1,45.447454736807,1,45.547554736807,1,45.747654736807,1,45.847654736807,0.4002,45.847654736807,1
45.661928647076,1,45.661928647076,1,45.762028647076,1,45.962128647076,1,46.062128647076,0.4002,46.062128647076,1
45.683621267661,1,45.683621267661,1,45.862028647076,1,46.162128647076,1,46.262128647076,0.578507379414999963,46.262128647076,1
46.34593524983,1,46.34593524983,1,46.44603524983,1,46.64613524983,1,46.74613524983,0.4002,46.74613524983,1
46.427270353712,1,46.427270353712,1,46.54603524983,1,46.84613524983,1,46.94613524983,0.518864896118000016,46.94613524983,1
46.523160407237,1,46.523160407237,1,46.64603524983,1,47.04613524983,1,47.14613524983,0.622974842592999953,47.14613524983,1
46.525510594903,1,46.525510594903,2,46.74603524983,2,47.24613524983,1,47.34613524983,0.820624654926999982,47.34613524983,1
46.800722072426,1,46.800722072426,1,46.900822072426,2,47.44613524983,1,47.54613524983,0.745413177404000035,47.54613524983,1
47.262553985176,1,47.262553985176,1,47.362653985176,1,47.64613524983,1,47.74613524983,0.483581264653999974,47.74613524983,1
47.297886663566,1,47.297886663566,1,47.462653985176,1,47.84613524983,1,47.94613524983,0.648248586263999945,47.94613524983,1
47.558331827111,1,47.558331827111,1,47.658431827111,1,48.04613524983,1,48.14613524983,0.587803422718999875,48.14613524983,1
47.873315279638,1,47.873315279638,1,47.973415279638,1,48.24613524983,1,48.34613524983,0.472819970191999948,48.34613524983,1
48.33363589751,1,48.33363589751,1,48.43373589751,1,48.63383589751,1,48.73383589751,0.4002,48.73383589751,1
48.419049439267,1,48.419049439267,1,48.53373589751,1,48.83383589751,1,48.93383589751,0.514786458242999953,48.93383589751,1
48.495928870208,1,48.495928870208,1,48.63373589751,1,49.03383589751,1,49.13383589751,0.637907027301999993,49.13383589751,1
48.54651647985,1,48.54651647985,1,48.73373589751,2,49.23383589751,1,49.33383589751,0.787319417660000016,49.33383589751,1
48.673316510664,1,48.673316510664,1,48.83373589751,2,49.43383589751,1,49.53383589751,0.860519386845999931,49.53383589751,1
48.894098771154,1,48.894098771154,1,48.994198771154,3,49.63383589751,1,49.73383589751,0.839737126355999838,49.73383589751,1
49.095298121104,1,49.095298121104,1,49.195398121104,3,49.83383589751,1,49.93383589751,0.83853777640600002,49.93383589751,1
49.100376235803,1,49.100376235803,1,49.295398121104,3,50.03383589751,1,50.13383589751,1.033459661706999984,50.13383589751,1
49.145439298799,1,49.145439298799,2,49.395398121104,4,50.23383589751,1,50.33383589751,1.18839659871099989,50.33383589751,1
49.586874566902,1,49.586874566902,1,49.686974566902,3,50.43383589751,1,50.53383589751,0.946961330608000023,50.53383589751,1
49.702307290913,1,49.702307290913,1,49.802407290913,4,50.63383589751,1,50.73383589751,1.03152860659699996,50.73383589751,1
49.703483926036,1,49.703483926036,1,49.902407290913,4,50.83383589751,1,50.93383589751,1.230351971474000101,50.93383589751,1
49.743069302594,1,49.743069302594,2,50.002407290913,5,51.03383589751,1,51.13383589751,1.390766594915999737,51.13383589751,1
50.026227838087,1,50.026227838087,1,50.126327838087,5,51.23383589751,1,51.33383589751,1.307608059422999953,51.33383589751,1
50.236998596124,1,50.236998596124,1,50.337098596124,5,51.43383589751,1,51.53383589751,1.296837301385999726,51.53383589751,1
50.315679011338,1,50.315679011338,1,50.437098596124,5,51.63383589751,1,51.73383589751,1.418156886171999968,51.73383589751,1
50.619806174697,1,50.619806174697,1,50.719906174697,5,51.83383589751,1,51.93383589751,1.314029722812999782,51.93383589751,1
50.951995643135,1,50.951995643135,1,51.052095643135,4,52.03383589751,1,52.13383589751,1.18184025437499995,52.13383589751,1
51.037082327694,1,51.037082327694,1,51.152095643135,5,52.23383589751,1,52.33383589751,1.296753569815999981,52.33383589751,1
51.855868122123,1,51.855868122123,1,51.955968122123,2,52.43383589751,1,52.53383589751,0.677967775386999923,52.53383589751,1
51.997844160493,1,51.997844160493,1,52.097944160493,2,52.63383589751,1,52.73383589751,0.735991737016999932,52.73383589751,1
52.06934940362,1,52.06934940362,1,52.197944160493,3,52.83383589751,1,52.93383589751,0.86448649388999987,52.93383589751,1
52.422105505944,1,52.422105505944,1,52.522205505944,2,53.03383589751,1,53.13383589751,0.711730391566000039,53.13383589751,1
52.636703747901,1,52.636703747901,1,52.736803747901,2,53.23383589751,1,53.33383589751,0.697132149608999937,53.33383589751,1
52.762789699548,1,52.762789699548,1,52.862889699548,2,53.43383589751,1,53.53383589751,0.771046197962000019,53.53383589751,1
52.986937417244,1,52.986937417244,1,53.087037417244,2,53.63383589751,1,53.73383589751,0.746898480265999916,53.73383589751,1
53.552870811209,1,53.552870811209,1,53.652970811209,1,53.853070811209,1,53.953070811209,0.4002,53.953070811209,1
53.7651760141,1,53.7651760141,1,53.8652760141,1,54.0653760141,1,54.1653760141,0.4002,54.1653760141,1
54.019840696605,1,54.019840696605,1,54.119940696605,1,54.320040696605,1,54.420040696605,0.4002,54.420040696605,1
54.082945694828,1,54.082945694828,1,54.219940696605,1,54.520040696605,1,54.620040696605,0.537095001776999979,54.620040696605,1
54.638322419447,1,54.638322419447,1,54.738422419447,1,54.938522419447,1,55.038522419447,0.4002,55.038522419447,1
